,Text,Class
4045,government specific state michigan florida mandated employer school close week,fake
4731,bitter gourd juice cure coronavirus hour,fake
2781,life death covid ward given unprecedented access hospital london hardest coronavirus warning contains upsetting scene twitter drkr okzon,true
6213,number death respiratory illness ireland year comparable previous year covid causing death would usually happening,fake
6956,photo representing suffering migrant worker current lockdown india,fake
1041,dhfl promoter kapil wadhawan others detained mahabaleshwar maharashtra violating prohibitory order account covid,true
6264,developed miracle drug remedesivir covid,fake
3283,global report warns accelerating covid infection africa,true
1723,coronaviruscrisis congress spokesperson manishtewari also questioned govt testing strategy covid,true
2887,covid mahila congress distribute lakh sanitary woman need twitter,true
943,kerala high court allows food amid covid lockdown twitter tblmdjyze,true
3597,australia announces first coronavirus death month covid death toll rise,true
2637,fresh case covid reported barabanki ayodhya etawah prayagraj pratapgarh,true
1687,convalescent plasma therapy glimmer hope treating critically covid patient report jeelanikash journoashutosh mail today coronavirusoutbreak,true
946,report tiger develop covid symptom authority state twitter rfev,true
4049,blogger vatican report pope francis tested negative coronavirus second test came back positive,fake
1691,chinese pharma company supplied lakh rapid testing covid india said ready cooperate indian agency looking allegation poor accuracy product coronavirusoutbreak,true
1160,despatch paulo since virus reached brazil february jair bolsonaro attacking health minister luiz mandetta tried follow guideline combating covid,true
7335,photo show gretchen whitmer mackinaw island today ignoring mask social distancing rule,fake
6099,image shared twitter show people enjoying beach novi ligure regardless lockdown restriction essential movement,fake
2495,migrant partition play never ending journey back home lockdown covid,true
3392,life saving coronavirus drug hailed rashford campaign lead food voucher turn report race covid spark call action latest news coronavirus outbreak evening update twitter ublihm,true
6722,smoker better protected coronavirus,fake
3119,covid pandemic presented challenge several nation could opportunity india speed health insurance scheme ayushman bharat,true
5514,russian people obey mandatory isolation imprisoned five year,fake
4307,greek government parliament knew coronavirus pandemic occured thus summer rushed make penal code instruction regarding protective measure case disease outbreak official,fake
6921,mass sars testing harm good,fake
1206,data april covid case india doubling every four five covid related death doubling every four,true
642,covid pandemic infected people claimed life coronavirusoutbreak world,true
7143,leader polish ruling party jaroslaw kaczynski planning legalize marijuana coronavirus economic crisis,fake
5149,news report prof covid made chinese laboratory,fake
2015,north west overtakes london number covid hospital case,true
354,take lightly charlie austin suffered acute covid symptom,true
1513,tragedy victim covid bhopal latest coronavirus news twitter wwyyxcmx,true
4757,belgium health minister banned inside people,fake
7541,patient dancing nsci quarantine center mumbai,fake
45,majority retired staff want return tackle covid crisis,true
7239,dane county lockdown policy effectively killed badger football hockey basketball,fake
3227,astrazeneca received million funding government agency advance development antibody based covid treatment british drugmaker ramp effort beyond potential vaccine combat pandemic,true
6964,video show delhi police apprehending covid patient fleeing,fake
6114,epidemic stopping marseille french largest city,fake
5829,croatian plenkovi opening border migrant shadow coronavirus crisis,fake
783,established three national clinical trial dealing coronavirus health secretary matt hancock trial looking effect existing drug steroid repurposed treatment covid latest twitter zcmsqhhbju,true
1139,kamal nath blame centre delay tackling covid madhya pradesh twitter kfwhlw,true
7090,photo show microsoft founder bill gate white house coronavirus adviser anthony fauci violating social distancing guideline,fake
6775,center disease prevention reduced number covid case recorded,fake
1746,mothering mask belgian covid give birth healthy baby twitter nuqgyf,true
5934,facebook user shared video show flock bird road chandigarh,fake
1753,reuters recently reported covid hack vietnam entrepreneur generously dispenses free rice need rice covid lockdown,true
